date,product,cut_type,size,sales_quantity
2022-03-13,Salmon Fillet,D,7-8kg,80
2022-03-13,Salmon Fillet,D,8-9kg,75
2022-03-13,Salmon Fillet,E,1-2kg,91
2022-03-13,Salmon Fillet,E,2-3kg,84
2022-03-13,Salmon Fillet,E,3-4kg,87
2022-03-13,Salmon Fillet,E,4-5kg,70
2022-03-13,Salmon Fillet,E,5-6kg,79
2022-03-13,Salmon Fillet,E,6-7kg,72
2022-03-13,Salmon Fillet,E,7-8kg,83
2022-03-13,Salmon Fillet,E,8-9kg,79
2022-03-13,Salmon Fillet,F,1-2kg,87
2022-03-13,Salmon Fillet,F,2-3kg,103
2022-03-13,Salmon Fillet,F,3-4kg,93
2022-03-13,Salmon Fillet,F,4-5kg,76
2022-03-13,Salmon Fillet,F,5-6kg,91
2022-03-13,Salmon Fillet,F,6-7kg,76
2022-03-13,Salmon Fillet,F,7-8kg,64
2022-03-13,Salmon Fillet,F,8-9kg,65
2022-03-13,Trout Fillet,,,118
2022-03-13,Cod Fillet,,,152
2022-03-13,Shrimp,,,155
2022-03-13,Herring,,,179
2022-03-20,Salmon Fillet,A,1-2kg,85
2022-03-20,Salmon Fillet,A,2-3kg,74
2022-03-20,Salmon Fillet,A,3-4kg,86
2022-03-20,Salmon Fillet,A,4-5kg,54
2022-03-20,Salmon Fillet,A,5-6kg,81
2022-03-20,Salmon Fillet,A,6-7kg,87
2022-03-20,Salmon Fillet,A,7-8kg,64
2022-03-20,Salmon Fillet,A,8-9kg,88
2022-03-20,Salmon Fillet,B,1-2kg,85
2022-03-20,Salmon Fillet,B,2-3kg,80
2022-03-20,Salmon Fillet,B,3-4kg,90
2022-03-20,Salmon Fillet,B,4-5kg,97
2022-03-20,Salmon Fillet,B,5-6kg,84
2022-03-20,Salmon Fillet,B,6-7kg,79
2022-03-20,Salmon Fillet,B,7-8kg,70
2022-03-20,Salmon Fillet,B,8-9kg,75
2022-03-20,Salmon Fillet,C,1-2kg,87
2022-03-20,Salmon Fillet,C,2-3kg,76
2022-03-20,Salmon Fillet,C,3-4kg,82
2022-03-20,Salmon Fillet,C,4-5kg,71
2022-03-20,Salmon Fillet,C,5-6kg,86
2022-03-20,Salmon Fillet,C,6-7kg,80
2022-03-20,Salmon Fillet,C,7-8kg,86
2022-03-20,Salmon Fillet,C,8-9kg,71
2022-03-20,Salmon Fillet,D,1-2kg,78
2022-03-20,Salmon Fillet,D,2-3kg,72
2022-03-20,Salmon Fillet,D,3-4kg,77
2022-03-20,Salmon Fillet,D,4-5kg,85
2022-03-20,Salmon Fillet,D,5-6kg,83
2022-03-20,Salmon Fillet,D,6-7kg,67
2022-03-20,Salmon Fillet,D,7-8kg,84
2022-03-20,Salmon Fillet,D,8-9kg,88
2022-03-20,Salmon Fillet,E,1-2kg,85
2022-03-20,Salmon Fillet,E,2-3kg,99
2022-03-20,Salmon Fillet,E,3-4kg,75
2022-03-20,Salmon Fillet,E,4-5kg,70
2022-03-20,Salmon Fillet,E,5-6kg,60
2022-03-20,Salmon Fillet,E,6-7kg,95
2022-03-20,Salmon Fillet,E,7-8kg,91
2022-03-20,Salmon Fillet,E,8-9kg,74
2022-03-20,Salmon Fillet,F,1-2kg,79
2022-03-20,Salmon Fillet,F,2-3kg,64
2022-03-20,Salmon Fillet,F,3-4kg,108
2022-03-20,Salmon Fillet,F,4-5kg,82
2022-03-20,Salmon Fillet,F,5-6kg,82
2022-03-20,Salmon Fillet,F,6-7kg,91
2022-03-20,Salmon Fillet,F,7-8kg,81
2022-03-20,Salmon Fillet,F,8-9kg,79
2022-03-20,Trout Fillet,,,139
2022-03-20,Cod Fillet,,,153
2022-03-20,Shrimp,,,196
2022-03-20,Herring,,,179
2022-03-27,Salmon Fillet,A,1-2kg,99
2022-03-27,Salmon Fillet,A,2-3kg,73
2022-03-27,Salmon Fillet,A,3-4kg,72
2022-03-27,Salmon Fillet,A,4-5kg,75
2022-03-27,Salmon Fillet,A,5-6kg,75
2022-03-27,Salmon Fillet,A,6-7kg,85
2022-03-27,Salmon Fillet,A,7-8kg,63
2022-03-27,Salmon Fillet,A,8-9kg,90
2022-03-27,Salmon Fillet,B,1-2kg,82
2022-03-27,Salmon Fillet,B,2-3kg,72
2022-03-27,Salmon Fillet,B,3-4kg,69
2022-03-27,Salmon Fillet,B,4-5kg,64
2022-03-27,Salmon Fillet,B,5-6kg,89
2022-03-27,Salmon Fillet,B,6-7kg,82
2022-03-27,Salmon Fillet,B,7-8kg,65
2022-03-27,Salmon Fillet,B,8-9kg,71
2022-03-27,Salmon Fillet,C,1-2kg,81
2022-03-27,Salmon Fillet,C,2-3kg,97
2022-03-27,Salmon Fillet,C,3-4kg,73
2022-03-27,Salmon Fillet,C,4-5kg,69
2022-03-27,Salmon Fillet,C,5-6kg,75
2022-03-27,Salmon Fillet,C,6-7kg,79
2022-03-27,Salmon Fillet,C,7-8kg,56
2022-03-27,Salmon Fillet,C,8-9kg,77
2022-03-27,Salmon Fillet,D,1-2kg,82
2022-03-27,Salmon Fillet,D,2-3kg,86
2022-03-27,Salmon Fillet,D,3-4kg,97
2022-03-27,Salmon Fillet,D,4-5kg,90
2022-03-27,Salmon Fillet,D,5-6kg,81
2022-03-27,Salmon Fillet,D,6-7kg,63
2022-03-27,Salmon Fillet,D,7-8kg,103
2022-03-27,Salmon Fillet,D,8-9kg,75
2022-03-27,Salmon Fillet,E,1-2kg,82
2022-03-27,Salmon Fillet,E,2-3kg,84
2022-03-27,Salmon Fillet,E,3-4kg,81
2022-03-27,Salmon Fillet,E,4-5kg,81
2022-03-27,Salmon Fillet,E,5-6kg,73
2022-03-27,Salmon Fillet,E,6-7kg,72
2022-03-27,Salmon Fillet,E,7-8kg,76
2022-03-27,Salmon Fillet,E,8-9kg,75
2022-03-27,Salmon Fillet,F,1-2kg,67
2022-03-27,Salmon Fillet,F,2-3kg,85
2022-03-27,Salmon Fillet,F,3-4kg,82
2022-03-27,Salmon Fillet,F,4-5kg,100
2022-03-27,Salmon Fillet,F,5-6kg,53
2022-03-27,Salmon Fillet,F,6-7kg,85
2022-03-27,Salmon Fillet,F,7-8kg,95
2022-03-27,Salmon Fillet,F,8-9kg,57
2022-03-27,Trout Fillet,,,136
2022-03-27,Cod Fillet,,,141
2022-03-27,Shrimp,,,115
2022-03-27,Herring,,,130
2022-04-03,Salmon Fillet,A,1-2kg,60
2022-04-03,Salmon Fillet,A,2-3kg,93
2022-04-03,Salmon Fillet,A,3-4kg,80
2022-04-03,Salmon Fillet,A,4-5kg,92
2022-04-03,Salmon Fillet,A,5-6kg,88
2022-04-03,Salmon Fillet,A,6-7kg,68
2022-04-03,Salmon Fillet,A,7-8kg,72
2022-04-03,Salmon Fillet,A,8-9kg,79
2022-04-03,Salmon Fillet,B,1-2kg,62
2022-04-03,Salmon Fillet,B,2-3kg,79
2022-04-03,Salmon Fillet,B,3-4kg,70
2022-04-03,Salmon Fillet,B,4-5kg,68
2022-04-03,Salmon Fillet,B,5-6kg,85
2022-04-03,Salmon Fillet,B,6-7kg,81
2022-04-03,Salmon Fillet,B,7-8kg,71
2022-04-03,Salmon Fillet,B,8-9kg,85
2022-04-03,Salmon Fillet,C,1-2kg,62
2022-04-03,Salmon Fillet,C,2-3kg,77
2022-04-03,Salmon Fillet,C,3-4kg,83
2022-04-03,Salmon Fillet,C,4-5kg,75
2022-04-03,Salmon Fillet,C,5-6kg,74
2022-04-03,Salmon Fillet,C,6-7kg,58
2022-04-03,Salmon Fillet,C,7-8kg,80
2022-04-03,Salmon Fillet,C,8-9kg,75
2022-04-03,Salmon Fillet,D,1-2kg,73
2022-04-03,Salmon Fillet,D,2-3kg,91
2022-04-03,Salmon Fillet,D,3-4kg,63
2022-04-03,Salmon Fillet,D,4-5kg,62
2022-04-03,Salmon Fillet,D,5-6kg,58
2022-04-03,Salmon Fillet,D,6-7kg,80
2022-04-03,Salmon Fillet,D,7-8kg,59
2022-04-03,Salmon Fillet,D,8-9kg,95
2022-04-03,Salmon Fillet,E,1-2kg,57
2022-04-03,Salmon Fillet,E,2-3kg,88
2022-04-03,Salmon Fillet,E,3-4kg,74
2022-04-03,Salmon Fillet,E,4-5kg,75
2022-04-03,Salmon Fillet,E,5-6kg,65
2022-04-03,Salmon Fillet,E,6-7kg,78
2022-04-03,Salmon Fillet,E,7-8kg,78
2022-04-03,Salmon Fillet,E,8-9kg,88
2022-04-03,Salmon Fillet,F,1-2kg,78
2022-04-03,Salmon Fillet,F,2-3kg,79
2022-04-03,Salmon Fillet,F,3-4kg,72
2022-04-03,Salmon Fillet,F,4-5kg,80
2022-04-03,Salmon Fillet,F,5-6kg,78
2022-04-03,Salmon Fillet,F,6-7kg,58
2022-04-03,Salmon Fillet,F,7-8kg,62
2022-04-03,Salmon Fillet,F,8-9kg,79
2022-04-03,Trout Fillet,,,156
2022-04-03,Cod Fillet,,,144
2022-04-03,Shrimp,,,149
2022-04-03,Herring,,,148
2022-04-10,Salmon Fillet,A,1-2kg,66
2022-04-10,Salmon Fillet,A,2-3kg,70
2022-04-10,Salmon Fillet,A,3-4kg,77
2022-04-10,Salmon Fillet,A,4-5kg,61
2022-04-10,Salmon Fillet,A,5-6kg,83
2022-04-10,Salmon Fillet,A,6-7kg,54
2022-04-10,Salmon Fillet,A,7-8kg,88
2022-04-10,Salmon Fillet,A,8-9kg,76
2022-04-10,Salmon Fillet,B,1-2kg,77
2022-04-10,Salmon Fillet,B,2-3kg,89
2022-04-10,Salmon Fillet,B,3-4kg,90
2022-04-10,Salmon Fillet,B,4-5kg,91
2022-04-10,Salmon Fillet,B,5-6kg,57
2022-04-10,Salmon Fillet,B,6-7kg,59
2022-04-10,Salmon Fillet,B,7-8kg,72
2022-04-10,Salmon Fillet,B,8-9kg,73
2022-04-10,Salmon Fillet,C,1-2kg,86
2022-04-10,Salmon Fillet,C,2-3kg,73
2022-04-10,Salmon Fillet,C,3-4kg,76
2022-04-10,Salmon Fillet,C,4-5kg,72
2022-04-10,Salmon Fillet,C,5-6kg,69
2022-04-10,Salmon Fillet,C,6-7kg,60
2022-04-10,Salmon Fillet,C,7-8kg,68
2022-04-10,Salmon Fillet,C,8-9kg,61
2022-04-10,Salmon Fillet,D,1-2kg,71
2022-04-10,Salmon Fillet,D,2-3kg,82
2022-04-10,Salmon Fillet,D,3-4kg,61
2022-04-10,Salmon Fillet,D,4-5kg,99
2022-04-10,Salmon Fillet,D,5-6kg,77
2022-04-10,Salmon Fillet,D,6-7kg,81
2022-04-10,Salmon Fillet,D,7-8kg,64
2022-04-10,Salmon Fillet,D,8-9kg,83
2022-04-10,Salmon Fillet,E,1-2kg,75
2022-04-10,Salmon Fillet,E,2-3kg,80
2022-04-10,Salmon Fillet,E,3-4kg,106
2022-04-10,Salmon Fillet,E,4-5kg,75
2022-04-10,Salmon Fillet,E,5-6kg,83
2022-04-10,Salmon Fillet,E,6-7kg,64
2022-04-10,Salmon Fillet,E,7-8kg,71
2022-04-10,Salmon Fillet,E,8-9kg,88
2022-04-10,Salmon Fillet,F,1-2kg,67
2022-04-10,Salmon Fillet,F,2-3kg,97
2022-04-10,Salmon Fillet,F,3-4kg,82
2022-04-10,Salmon Fillet,F,4-5kg,69
2022-04-10,Salmon Fillet,F,5-6kg,82
2022-04-10,Salmon Fillet,F,6-7kg,80
2022-04-10,Salmon Fillet,F,7-8kg,84
2022-04-10,Salmon Fillet,F,8-9kg,57
2022-04-10,Trout Fillet,,,135
2022-04-10,Cod Fillet,,,134
2022-04-10,Shrimp,,,133
2022-04-10,Herring,,,150
2022-04-17,Salmon Fillet,A,1-2kg,80
2022-04-17,Salmon Fillet,A,2-3kg,65
2022-04-17,Salmon Fillet,A,3-4kg,78
2022-04-17,Salmon Fillet,A,4-5kg,81
2022-04-17,Salmon Fillet,A,5-6kg,79
2022-04-17,Salmon Fillet,A,6-7kg,90
2022-04-17,Salmon Fillet,A,7-8kg,88
2022-04-17,Salmon Fillet,A,8-9kg,76
2022-04-17,Salmon Fillet,B,1-2kg,79
2022-04-17,Salmon Fillet,B,2-3kg,64
2022-04-17,Salmon Fillet,B,3-4kg,77
2022-04-17,Salmon Fillet,B,4-5kg,78
2022-04-17,Salmon Fillet,B,5-6kg,79
2022-04-17,Salmon Fillet,B,6-7kg,64
2022-04-17,Salmon Fillet,B,7-8kg,61
2022-04-17,Salmon Fillet,B,8-9kg,81
2022-04-17,Salmon Fillet,C,1-2kg,74
2022-04-17,Salmon Fillet,C,2-3kg,80
2022-04-17,Salmon Fillet,C,3-4kg,77
2022-04-17,Salmon Fillet,C,4-5kg,72
2022-04-17,Salmon Fillet,C,5-6kg,80
2022-04-17,Salmon Fillet,C,6-7kg,74
2022-04-17,Salmon Fillet,C,7-8kg,80
2022-04-17,Salmon Fillet,C,8-9kg,75
2022-04-17,Salmon Fillet,D,1-2kg,74
2022-04-17,Salmon Fillet,D,2-3kg,69
2022-04-17,Salmon Fillet,D,3-4kg,73
2022-04-17,Salmon Fillet,D,4-5kg,68
2022-04-17,Salmon Fillet,D,5-6kg,93
2022-04-17,Salmon Fillet,D,6-7kg,63
2022-04-17,Salmon Fillet,D,7-8kg,75
2022-04-17,Salmon Fillet,D,8-9kg,75
2022-04-17,Salmon Fillet,E,1-2kg,92
2022-04-17,Salmon Fillet,E,2-3kg,72
2022-04-17,Salmon Fillet,E,3-4kg,86
2022-04-17,Salmon Fillet,E,4-5kg,63
2022-04-17,Salmon Fillet,E,5-6kg,81
2022-04-17,Salmon Fillet,E,6-7kg,86
2022-04-17,Salmon Fillet,E,7-8kg,72
2022-04-17,Salmon Fillet,E,8-9kg,91
2022-04-17,Salmon Fillet,F,1-2kg,65
2022-04-17,Salmon Fillet,F,2-3kg,85
2022-04-17,Salmon Fillet,F,3-4kg,93
2022-04-17,Salmon Fillet,F,4-5kg,72
2022-04-17,Salmon Fillet,F,5-6kg,66
2022-04-17,Salmon Fillet,F,6-7kg,95
2022-04-17,Salmon Fillet,F,7-8kg,90
2022-04-17,Salmon Fillet,F,8-9kg,68
2022-04-17,Trout Fillet,,,129
2022-04-17,Cod Fillet,,,133
2022-04-17,Shrimp,,,117
2022-04-17,Herring,,,134
2022-04-24,Salmon Fillet,A,1-2kg,66
2022-04-24,Salmon Fillet,A,2-3kg,71
2022-04-24,Salmon Fillet,A,3-4kg,73
2022-04-24,Salmon Fillet,A,4-5kg,83
2022-04-24,Salmon Fillet,A,5-6kg,94
2022-04-24,Salmon Fillet,A,6-7kg,65
2022-04-24,Salmon Fillet,A,7-8kg,86
2022-04-24,Salmon Fillet,A,8-9kg,74
2022-04-24,Salmon Fillet,B,1-2kg,78
2022-04-24,Salmon Fillet,B,2-3kg,87
2022-04-24,Salmon Fillet,B,3-4kg,64
2022-04-24,Salmon Fillet,B,4-5kg,81
2022-04-24,Salmon Fillet,B,5-6kg,80
2022-04-24,Salmon Fillet,B,6-7kg,77
2022-04-24,Salmon Fillet,B,7-8kg,81
2022-04-24,Salmon Fillet,B,8-9kg,101
2022-04-24,Salmon Fillet,C,1-2kg,68
2022-04-24,Salmon Fillet,C,2-3kg,65
2022-04-24,Salmon Fillet,C,3-4kg,66
2022-04-24,Salmon Fillet,C,4-5kg,66
2022-04-24,Salmon Fillet,C,5-6kg,73
2022-04-24,Salmon Fillet,C,6-7kg,92
2022-04-24,Salmon Fillet,C,7-8kg,89
2022-04-24,Salmon Fillet,C,8-9kg,69
2022-04-24,Salmon Fillet,D,1-2kg,62
2022-04-24,Salmon Fillet,D,2-3kg,82
2022-04-24,Salmon Fillet,D,3-4kg,69
2022-04-24,Salmon Fillet,D,4-5kg,78
2022-04-24,Salmon Fillet,D,5-6kg,83
2022-04-24,Salmon Fillet,D,6-7kg,60
2022-04-24,Salmon Fillet,D,7-8kg,92
2022-04-24,Salmon Fillet,D,8-9kg,95
2022-04-24,Salmon Fillet,E,1-2kg,67
2022-04-24,Salmon Fillet,E,2-3kg,67
2022-04-24,Salmon Fillet,E,3-4kg,76
2022-04-24,Salmon Fillet,E,4-5kg,75
2022-04-24,Salmon Fillet,E,5-6kg,82
2022-04-24,Salmon Fillet,E,6-7kg,93
2022-04-24,Salmon Fillet,E,7-8kg,72
2022-04-24,Salmon Fillet,E,8-9kg,63
2022-04-24,Salmon Fillet,F,1-2kg,59
2022-04-24,Salmon Fillet,F,2-3kg,65
2022-04-24,Salmon Fillet,F,3-4kg,75
2022-04-24,Salmon Fillet,F,4-5kg,93
2022-04-24,Salmon Fillet,F,5-6kg,68
2022-04-24,Salmon Fillet,F,6-7kg,77
2022-04-24,Salmon Fillet,F,7-8kg,73
2022-04-24,Salmon Fillet,F,8-9kg,88
2022-04-24,Trout Fillet,,,195
2022-04-24,Cod Fillet,,,140
2022-04-24,Shrimp,,,128
2022-04-24,Herring,,,174
2022-05-01,Salmon Fillet,A,1-2kg,75
2022-05-01,Salmon Fillet,A,2-3kg,79
2022-05-01,Salmon Fillet,A,3-4kg,65
2022-05-01,Salmon Fillet,A,4-5kg,57
2022-05-01,Salmon Fillet,A,5-6kg,67
2022-05-01,Salmon Fillet,A,6-7kg,76
2022-05-01,Salmon Fillet,A,7-8kg,68
2022-05-01,Salmon Fillet,A,8-9kg,66
2022-05-01,Salmon Fillet,B,1-2kg,75
2022-05-01,Salmon Fillet,B,2-3kg,76
2022-05-01,Salmon Fillet,B,3-4kg,81
2022-05-01,Salmon Fillet,B,4-5kg,69
2022-05-01,Salmon Fillet,B,5-6kg,58
2022-05-01,Salmon Fillet,B,6-7kg,71
2022-05-01,Salmon Fillet,B,7-8kg,73
2022-05-01,Salmon Fillet,B,8-9kg,51
2022-05-01,Salmon Fillet,C,1-2kg,66
2022-05-01,Salmon Fillet,C,2-3kg,63
2022-05-01,Salmon Fillet,C,3-4kg,66
2022-05-01,Salmon Fillet,C,4-5kg,76
2022-05-01,Salmon Fillet,C,5-6kg,63
2022-05-01,Salmon Fillet,C,6-7kg,60
2022-05-01,Salmon Fillet,C,7-8kg,46
2022-05-01,Salmon Fillet,C,8-9kg,75
2022-05-01,Salmon Fillet,D,1-2kg,74
2022-05-01,Salmon Fillet,D,2-3kg,90
2022-05-01,Salmon Fillet,D,3-4kg,63
2022-05-01,Salmon Fillet,D,4-5kg,65
2022-05-01,Salmon Fillet,D,5-6kg,64
2022-05-01,Salmon Fillet,D,6-7kg,80
2022-05-01,Salmon Fillet,D,7-8kg,66
2022-05-01,Salmon Fillet,D,8-9kg,71
2022-05-01,Salmon Fillet,E,1-2kg,66
2022-05-01,Salmon Fillet,E,2-3kg,63
2022-05-01,Salmon Fillet,E,3-4kg,64
2022-05-01,Salmon Fillet,E,4-5kg,69
2022-05-01,Salmon Fillet,E,5-6kg,79
2022-05-01,Salmon Fillet,E,6-7kg,51
2022-05-01,Salmon Fillet,E,7-8kg,66
2022-05-01,Salmon Fillet,E,8-9kg,53
2022-05-01,Salmon Fillet,F,1-2kg,81
2022-05-01,Salmon Fillet,F,2-3kg,53
2022-05-01,Salmon Fillet,F,3-4kg,61
2022-05-01,Salmon Fillet,F,4-5kg,71
2022-05-01,Salmon Fillet,F,5-6kg,77
2022-05-01,Salmon Fillet,F,6-7kg,66
2022-05-01,Salmon Fillet,F,7-8kg,64
2022-05-01,Salmon Fillet,F,8-9kg,88
2022-05-01,Trout Fillet,,,106
2022-05-01,Cod Fillet,,,76
2022-05-01,Shrimp,,,125
2022-05-01,Herring,,,123
2022-05-08,Salmon Fillet,A,1-2kg,55
2022-05-08,Salmon Fillet,A,2-3kg,69
2022-05-08,Salmon Fillet,A,3-4kg,67
2022-05-08,Salmon Fillet,A,4-5kg,59
2022-05-08,Salmon Fillet,A,5-6kg,47
2022-05-08,Salmon Fillet,A,6-7kg,70
2022-05-08,Salmon Fillet,A,7-8kg,66
2022-05-08,Salmon Fillet,A,8-9kg,60
2022-05-08,Salmon Fillet,B,1-2kg,81
2022-05-08,Salmon Fillet,B,2-3kg,50
2022-05-08,Salmon Fillet,B,3-4kg,45
2022-05-08,Salmon Fillet,B,4-5kg,61
2022-05-08,Salmon Fillet,B,5-6kg,61
2022-05-08,Salmon Fillet,B,6-7kg,64
2022-05-08,Salmon Fillet,B,7-8kg,63
2022-05-08,Salmon Fillet,B,8-9kg,63
2022-05-08,Salmon Fillet,C,1-2kg,50
2022-05-08,Salmon Fillet,C,2-3kg,84
2022-05-08,Salmon Fillet,C,3-4kg,59
2022-05-08,Salmon Fillet,C,4-5kg,77
2022-05-08,Salmon Fillet,C,5-6kg,69
2022-05-08,Salmon Fillet,C,6-7kg,65
2022-05-08,Salmon Fillet,C,7-8kg,68
2022-05-08,Salmon Fillet,C,8-9kg,65
2022-05-08,Salmon Fillet,D,1-2kg,67
2022-05-08,Salmon Fillet,D,2-3kg,81
2022-05-08,Salmon Fillet,D,3-4kg,67
2022-05-08,Salmon Fillet,D,4-5kg,72
2022-05-08,Salmon Fillet,D,5-6kg,67
2022-05-08,Salmon Fillet,D,6-7kg,76
2022-05-08,Salmon Fillet,D,7-8kg,56
2022-05-08,Salmon Fillet,D,8-9kg,78
2022-05-08,Salmon Fillet,E,1-2kg,59
2022-05-08,Salmon Fillet,E,2-3kg,46
2022-05-08,Salmon Fillet,E,3-4kg,62
2022-05-08,Salmon Fillet,E,4-5kg,56
2022-05-08,Salmon Fillet,E,5-6kg,68
2022-05-08,Salmon Fillet,E,6-7kg,58
2022-05-08,Salmon Fillet,E,7-8kg,56
2022-05-08,Salmon Fillet,E,8-9kg,41
2022-05-08,Salmon Fillet,F,1-2kg,57
2022-05-08,Salmon Fillet,F,2-3kg,44
2022-05-08,Salmon Fillet,F,3-4kg,49
2022-05-08,Salmon Fillet,F,4-5kg,71
2022-05-08,Salmon Fillet,F,5-6kg,75
2022-05-08,Salmon Fillet,F,6-7kg,67
2022-05-08,Salmon Fillet,F,7-8kg,52
2022-05-08,Salmon Fillet,F,8-9kg,61
2022-05-08,Trout Fillet,,,124
2022-05-08,Cod Fillet,,,108
2022-05-08,Shrimp,,,163
2022-05-08,Herring,,,145
2022-05-15,Salmon Fillet,A,1-2kg,62
2022-05-15,Salmon Fillet,A,2-3kg,60
2022-05-15,Salmon Fillet,A,3-4kg,62
2022-05-15,Salmon Fillet,A,4-5kg,39
2022-05-15,Salmon Fillet,A,5-6kg,63
2022-05-15,Salmon Fillet,A,6-7kg,59
2022-05-15,Salmon Fillet,A,7-8kg,59
2022-05-15,Salmon Fillet,A,8-9kg,60
2022-05-15,Salmon Fillet,B,1-2kg,83
2022-05-15,Salmon Fillet,B,2-3kg,69
2022-05-15,Salmon Fillet,B,3-4kg,60
2022-05-15,Salmon Fillet,B,4-5kg,69
2022-05-15,Salmon Fillet,B,5-6kg,73
2022-05-15,Salmon Fillet,B,6-7kg,74
2022-05-15,Salmon Fillet,B,7-8kg,65
2022-05-15,Salmon Fillet,B,8-9kg,56
2022-05-15,Salmon Fillet,C,1-2kg,74
2022-05-15,Salmon Fillet,C,2-3kg,72
2022-05-15,Salmon Fillet,C,3-4kg,73
2022-05-15,Salmon Fillet,C,4-5kg,66
2022-05-15,Salmon Fillet,C,5-6kg,70
2022-05-15,Salmon Fillet,C,6-7kg,56
2022-05-15,Salmon Fillet,C,7-8kg,78
2022-05-15,Salmon Fillet,C,8-9kg,70
2022-05-15,Salmon Fillet,D,1-2kg,86
2022-05-15,Salmon Fillet,D,2-3kg,62
2022-05-15,Salmon Fillet,D,3-4kg,78
2022-05-15,Salmon Fillet,D,4-5kg,66
2022-05-15,Salmon Fillet,D,5-6kg,54
2022-05-15,Salmon Fillet,D,6-7kg,60
2022-05-15,Salmon Fillet,D,7-8kg,57
2022-05-15,Salmon Fillet,D,8-9kg,68
2022-05-15,Salmon Fillet,E,1-2kg,71
2022-05-15,Salmon Fillet,E,2-3kg,58
2022-05-15,Salmon Fillet,E,3-4kg,66
2022-05-15,Salmon Fillet,E,4-5kg,83
2022-05-15,Salmon Fillet,E,5-6kg,84
2022-05-15,Salmon Fillet,E,6-7kg,74
2022-05-15,Salmon Fillet,E,7-8kg,70
2022-05-15,Salmon Fillet,E,8-9kg,64
2022-05-15,Salmon Fillet,F,1-2kg,73
2022-05-15,Salmon Fillet,F,2-3kg,57
2022-05-15,Salmon Fillet,F,3-4kg,58
2022-05-15,Salmon Fillet,F,4-5kg,46
2022-05-15,Salmon Fillet,F,5-6kg,65
2022-05-15,Salmon Fillet,F,6-7kg,72
2022-05-15,Salmon Fillet,F,7-8kg,60
2022-05-15,Salmon Fillet,F,8-9kg,79
2022-05-15,Trout Fillet,,,92
2022-05-15,Cod Fillet,,,89
2022-05-15,Shrimp,,,122
2022-05-15,Herring,,,154
2022-05-22,Salmon Fillet,A,1-2kg,86
2022-05-22,Salmon Fillet,A,2-3kg,57
2022-05-22,Salmon Fillet,A,3-4kg,71
2022-05-22,Salmon Fillet,A,4-5kg,63
2022-05-22,Salmon Fillet,A,5-6kg,66
2022-05-22,Salmon Fillet,A,6-7kg,76
2022-05-22,Salmon Fillet,A,7-8kg,74
2022-05-22,Salmon Fillet,A,8-9kg,45
2022-05-22,Salmon Fillet,B,1-2kg,75
2022-05-22,Salmon Fillet,B,2-3kg,81
2022-05-22,Salmon Fillet,B,3-4kg,58
2022-05-22,Salmon Fillet,B,4-5kg,64
2022-05-22,Salmon Fillet,B,5-6kg,73
2022-05-22,Salmon Fillet,B,6-7kg,62
2022-05-22,Salmon Fillet,B,7-8kg,61
2022-05-22,Salmon Fillet,B,8-9kg,56
2022-05-22,Salmon Fillet,C,1-2kg,59
2022-05-22,Salmon Fillet,C,2-3kg,81
2022-05-22,Salmon Fillet,C,3-4kg,68
2022-05-22,Salmon Fillet,C,4-5kg,59
2022-05-22,Salmon Fillet,C,5-6kg,73
2022-05-22,Salmon Fillet,C,6-7kg,36
2022-05-22,Salmon Fillet,C,7-8kg,77
2022-05-22,Salmon Fillet,C,8-9kg,51
2022-05-22,Salmon Fillet,D,1-2kg,59
2022-05-22,Salmon Fillet,D,2-3kg,50
2022-05-22,Salmon Fillet,D,3-4kg,49
2022-05-22,Salmon Fillet,D,4-5kg,78
2022-05-22,Salmon Fillet,D,5-6kg,55
2022-05-22,Salmon Fillet,D,6-7kg,65
2022-05-22,Salmon Fillet,D,7-8kg,65
2022-05-22,Salmon Fillet,D,8-9kg,73
2022-05-22,Salmon Fillet,E,1-2kg,70
2022-05-22,Salmon Fillet,E,2-3kg,56
2022-05-22,Salmon Fillet,E,3-4kg,72
2022-05-22,Salmon Fillet,E,4-5kg,64
2022-05-22,Salmon Fillet,E,5-6kg,53
2022-05-22,Salmon Fillet,E,6-7kg,58
2022-05-22,Salmon Fillet,E,7-8kg,76
2022-05-22,Salmon Fillet,E,8-9kg,68
2022-05-22,Salmon Fillet,F,1-2kg,59
2022-05-22,Salmon Fillet,F,2-3kg,59
2022-05-22,Salmon Fillet,F,3-4kg,63
2022-05-22,Salmon Fillet,F,4-5kg,84
2022-05-22,Salmon Fillet,F,5-6kg,71
2022-05-22,Salmon Fillet,F,6-7kg,67
2022-05-22,Salmon Fillet,F,7-8kg,79
2022-05-22,Salmon Fillet,F,8-9kg,67
2022-05-22,Trout Fillet,,,121
2022-05-22,Cod Fillet,,,111
2022-05-22,Shrimp,,,113
2022-05-22,Herring,,,126
2022-05-29,Salmon Fillet,A,1-2kg,69
2022-05-29,Salmon Fillet,A,2-3kg,60
2022-05-29,Salmon Fillet,A,3-4kg,74
2022-05-29,Salmon Fillet,A,4-5kg,64
2022-05-29,Salmon Fillet,A,5-6kg,60
2022-05-29,Salmon Fillet,A,6-7kg,46
2022-05-29,Salmon Fillet,A,7-8kg,70
2022-05-29,Salmon Fillet,A,8-9kg,70
2022-05-29,Salmon Fillet,B,1-2kg,70
2022-05-29,Salmon Fillet,B,2-3kg,35
